Category,PublicID,URL
meningioma,Tr-aug-me_74_c84xk9,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985056/Tr-aug-me_74_c84xk9.jpg
meningioma,Tr-aug-me_73_bamrbn,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985055/Tr-aug-me_73_bamrbn.jpg
meningioma,Tr-aug-me_72_hmtebt,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985055/Tr-aug-me_72_hmtebt.jpg
meningioma,Tr-aug-me_71_zyxjsx,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985054/Tr-aug-me_71_zyxjsx.jpg
meningioma,Tr-aug-me_70_zq2x9j,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985054/Tr-aug-me_70_zq2x9j.jpg
meningioma,Tr-aug-me_69_emknqh,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985053/Tr-aug-me_69_emknqh.jpg
meningioma,Tr-aug-me_68_ruovee,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985053/Tr-aug-me_68_ruovee.jpg
meningioma,Tr-aug-me_67_ourzui,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985052/Tr-aug-me_67_ourzui.jpg
meningioma,Tr-aug-me_66_hv6opw,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985052/Tr-aug-me_66_hv6opw.jpg
meningioma,Tr-aug-me_65_ppour1,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985051/Tr-aug-me_65_ppour1.jpg
meningioma,Tr-aug-me_58_f48ogs,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985050/Tr-aug-me_58_f48ogs.jpg
meningioma,Tr-aug-me_57_rmeqee,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985050/Tr-aug-me_57_rmeqee.jpg
meningioma,Tr-aug-me_56_lhudei,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985050/Tr-aug-me_56_lhudei.jpg
meningioma,Tr-aug-me_55_cjoxtl,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985049/Tr-aug-me_55_cjoxtl.jpg
meningioma,Tr-aug-me_54_g2ifu0,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985048/Tr-aug-me_54_g2ifu0.jpg
meningioma,Tr-aug-me_53_ekcigh,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985048/Tr-aug-me_53_ekcigh.jpg
meningioma,Tr-aug-me_52_y3ytcc,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985047/Tr-aug-me_52_y3ytcc.jpg
meningioma,Tr-aug-me_51_otv1ia,https://res.cloudinary.com/yrb1ur3i/image/upload/v1784985047/Tr-aug-me_51_otv1ia.jpg
